Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Temperature Ambient 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Rel. Humidity Ambient 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],Atmospheric Pressure 1-Hour Mean [hPa],latitude,longitude
RQMLY1RN,2023-02-21T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.56,8,9,,,,,,,,,44.011572999999984,20.925031
RNVM05M6,2023-02-21T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.33,12,12,42.16,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2023-02-21T10:00:00.000Z,,,,,16.85,,,69,,23.62,,17,,24.51,,,35.75,,25,,11.36,11,11,48.53,,,,,,,,44.82111999999999,20.459113000000002
A5H2PCSZ,2023-02-21T09:00:00.000Z,,26.18,56.48,,38.35,58.69,,137,,40.5,60.06,38,,46.6,58.95,,48.03,60.47,47,,-6.98,,,,27.32,,25.39,,,,,44.797027,20.528377
AHVMMMWN,2023-02-21T09:00:00.000Z,,17.72,27.78,,27.76,28.83,,129,,48.09,35.1,28,,32.42,28.98,,69.09,35.48,32,,-6.28,,,,12.47,,48.95,,,,,43.0671684,22.4085712
AY1R2WBZ,2023-02-21T09:00:00.000Z,,25.38,40.15,,40.76,42.12,,134,,35.02,35.73,41,,51.4,42.43,,44,36.03,51,,10.79,10,11,,17.37,,39.93,,,,,43.0671684,22.4085712
ABZ0QQ65,2023-02-21T09:00:00.000Z,,30.54,70.03,,46.55,73.31,,134,,36.84,57.32,47,,59.14,73.73,,45.93,57.68,59,,-0.64,,,,29.17,,22.46,,,,,44.664514,20.928384
AC8QFXSV,2023-02-21T09:00:00.000Z,,26.12,35.88,,44.19,37.37,,127,,33.73,23.91,44,,65.89,37.8,,45.05,24.15,66,,-15.91,,,,11.41,,49.43,,,,,43.273598233937264,20.002305028664463
A3QK8XR1,2023-02-21T09:00:00.000Z,,12.34,21.17,,19.65,22.26,,79,,43.77,59.91,20,,27.2,22.48,,58.38,60.46,27,,8.55,8,9,,22.45,,28.46,,,,,44.010408,20.91121
A9YQLGCC,2023-02-21T09:00:00.000Z,,22.55,27.13,,35.39,28.53,,125,,28.84,21.85,35,,45.7,28.78,,43.45,22.1,46,,-0.59,,,,10.18,,59.12,,,,,42.5366089,20.2955676
